Date,hex_id,count,stopDuration
2020-05-01,8a28de121b0ffff,1,353.0
2020-05-01,8a28de12c527fff,1,278.0
2020-05-01,8a28de12c81ffff,1,531.063
2020-05-01,8a28de12c857fff,1,483.06300000000005
2020-05-01,8a28de12c8effff,1,702.063
2020-05-01,8a28de12ca8ffff,1,137.06300000000002
2020-05-01,8a28de12caaffff,1,272.06300000000005
2020-05-01,8a28de12cacffff,1,251.00000000000003
2020-05-01,8a28de12cb47fff,1,217.0
2020-05-01,8a28de12cd37fff,1,327.0
2020-05-01,8a28de12cd77fff,1,229.00000000000003
2020-05-01,8a28de12cd97fff,1,541.063
2020-05-01,8a28de12d907fff,1,101.0
2020-05-01,8a28de88902ffff,1,599.0
2020-05-01,8a28de88921ffff,2,200.0
2020-05-01,8a28de88926ffff,1,214.127
2020-05-01,8a28de8892d7fff,2,268.06300000000005
2020-05-01,8a28de889307fff,1,110.12700000000001
2020-05-01,8a28de889377fff,1,673.063
2020-05-01,8a28de88945ffff,1,724.0630000000001
2020-05-01,8a28de8894f7fff,1,210.0
2020-05-01,8a28de889667fff,2,213.5
2020-05-01,8a28de88969ffff,1,86.063
2020-05-01,8a28de8896cffff,2,178.657
2020-05-01,8a28de8896e7fff,1,411.06300000000005
2020-05-01,8a28de889757fff,1,52.063
2020-05-01,8a28de88978ffff,1,716.063
2020-05-01,8a28de88979ffff,1,307.0
2020-05-01,8a28de889827fff,1,226.0
2020-05-01,8a28de889897fff,1,209.0
2020-05-01,8a28de8898dffff,1,260.063
2020-05-01,8a28de88995ffff,1,252.00000000000003
2020-05-01,8a28de88999ffff,1,3576.1270000000004
2020-05-01,8a28de889a97fff,1,245.00000000000003
2020-05-01,8a28de88b877fff,1,1109.063
2020-05-01,8a28de88bb6ffff,1,3290.063
2020-05-01,8a28de8c2487fff,2,429.0935
2020-05-01,8a28de8c6707fff,1,625.063
2020-05-01,8a28de8c6b8ffff,1,202.0
2020-05-01,8a28de8c6b9ffff,1,469.187
2020-05-01,8a28de8c6ce7fff,1,523.063
2020-05-01,8a28de8c8587fff,1,1340.9360000000001
2020-05-01,8a28de8c8597fff,1,14.936000000000002
2020-05-01,8a28de8ca967fff,1,493.06300000000005
2020-05-01,8a28de8ca977fff,1,30.936000000000003
2020-05-01,8a28de8ce2cffff,1,293.0
2020-05-01,8a28de8d05affff,1,388.0
2020-05-01,8a28de8d0817fff,1,245.00000000000003
2020-05-01,8a28de8d0d47fff,1,917.0000000000001
2020-05-01,8a28de8d1067fff,1,281.06300000000005
2020-05-01,8a28de8d106ffff,1,370.127
2020-05-01,8a28de8d10a7fff,1,416.0
2020-05-01,8a28de8d10b7fff,1,300.0
2020-05-01,8a28de8d114ffff,1,550.063
2020-05-01,8a28de8d116ffff,2,484.06300000000005
2020-05-01,8a28de8d1217fff,1,382.0
2020-05-01,8a28de8d1307fff,1,288.99
2020-05-01,8a28de8d1337fff,1,1572.1270000000002
2020-05-01,8a28de8d1397fff,1,285.06300000000005
2020-05-01,8a28de8d18effff,1,585.0
2020-05-01,8a28de8d1977fff,1,766.0630000000001
2020-05-01,8a28de8d1c5ffff,1,468.00000000000006
2020-05-01,8a28de8d1ceffff,1,322.0
2020-05-01,8a28de8d20cffff,1,235.00000000000003
2020-05-01,8a28de8d2167fff,1,306.0
2020-05-01,8a28de8d2477fff,1,194.0
2020-05-01,8a28de8d2687fff,1,319.0
2020-05-01,8a28de8d26c7fff,2,309.0315
2020-05-01,8a28de8d294ffff,1,178.0
2020-05-01,8a28de8d2b4ffff,1,279.0
2020-05-01,8a28de8d2ccffff,1,208.0
2020-05-01,8a28de8d3117fff,1,414.0
2020-05-01,8a28de8d318ffff,1,423.0
2020-05-01,8a28de8d3497fff,1,1015.0630000000001
2020-05-01,8a28de8d354ffff,2,216.5
2020-05-01,8a28de8d361ffff,1,244.00000000000003
2020-05-01,8a28de8d36affff,1,253.00000000000003
2020-05-01,8a28de8d36dffff,1,1159.063
2020-05-01,8a28de8d3a27fff,4,1796.75
2020-05-01,8a28de8d3b07fff,1,242.00000000000003
2020-05-01,8a28de8d3b0ffff,4,1213.51575
2020-05-01,8a28de8d3b2ffff,2,357.5
2020-05-01,8a28de8d3cf7fff,1,246.00000000000003
2020-05-01,8a28de8d3d8ffff,2,334.0
2020-05-01,8a28de8d4027fff,1,752.0630000000001
2020-05-01,8a28de8d40dffff,1,72.063
2020-05-01,8a28de8d4197fff,3,125.95766666666667
2020-05-01,8a28de8d429ffff,1,234.06300000000002
2020-05-01,8a28de8d4417fff,1,442.06300000000005
2020-05-01,8a28de8d442ffff,1,314.0
2020-05-01,8a28de8d44c7fff,1,423.06300000000005
2020-05-01,8a28de8d4557fff,1,489.00000000000006
2020-05-01,8a28de8d4567fff,1,460.127
2020-05-01,8a28de8d462ffff,1,139.127
2020-05-01,8a28de8d4697fff,1,480.187
2020-05-01,8a28de8d46c7fff,1,1575.063
2020-05-01,8a28de8d470ffff,1,305.0
2020-05-01,8a28de8d4757fff,1,43.127
2020-05-01,8a28de8d4777fff,1,111.063
2020-05-01,8a28de8d479ffff,1,376.06300000000005
2020-05-01,8a28de8d4897fff,1,318.0
2020-05-01,8a28de8d489ffff,1,358.187
2020-05-01,8a28de8d4927fff,1,297.0
2020-05-01,8a28de8d4977fff,1,200.0
2020-05-01,8a28de8d4a07fff,1,246.00000000000003
2020-05-01,8a28de8d4a9ffff,1,283.0
2020-05-01,8a28de8d4c47fff,1,190.0
2020-05-01,8a28de8d4c67fff,1,358.0
2020-05-01,8a28de8d4c77fff,1,981.0630000000001
2020-05-01,8a28de8d50c7fff,1,550.1270000000001
2020-05-01,8a28de8d5217fff,1,577.063
2020-05-01,8a28de8d521ffff,1,66.063
2020-05-01,8a28de8d5377fff,1,3348.063
2020-05-01,8a28de8d586ffff,1,219.0
2020-05-01,8a28de8d5adffff,1,1058.186999
2020-05-01,8a28de8d5cc7fff,1,791.0630000000001
2020-05-01,8a28de8d602ffff,2,191.56300000000002
2020-05-01,8a28de8d614ffff,1,259.063
2020-05-01,8a28de8d615ffff,1,260.0
2020-05-01,8a28de8d635ffff,1,313.06300000000005
2020-05-01,8a28de8d638ffff,1,218.0
2020-05-01,8a28de8d6857fff,1,563.0
2020-05-01,8a28de8d68cffff,1,275.0
2020-05-01,8a28de8d6957fff,1,272.0
2020-05-01,8a28de8d6a87fff,1,830.1270000000001
2020-05-01,8a28de8d6c1ffff,2,271.063
2020-05-01,8a28de8d6c27fff,1,453.06300000000005
2020-05-01,8a28de8d6c37fff,1,442.06300000000005
2020-05-01,8a28de8d6c57fff,1,455.06300000000005
2020-05-01,8a28de8d6d0ffff,1,270.0
2020-05-01,8a28de8d6d27fff,1,220.0
2020-05-01,8a28de8d821ffff,2,2622.563
2020-05-01,8a28de8d8227fff,1,255.00000000000003
2020-05-01,8a28de8d8307fff,1,625.063
2020-05-01,8a28de8d8357fff,2,931.5
2020-05-01,8a28de8d8367fff,1,215.0
2020-05-01,8a28de8d891ffff,2,1805.063
2020-05-01,8a28de8d89b7fff,1,212.0
2020-05-01,8a28de8d8c07fff,1,205.0
2020-05-01,8a28de8d8c17fff,1,400.0
2020-05-01,8a28de8d8c2ffff,2,287.5
2020-05-01,8a28de8d8c37fff,2,451.0
2020-05-01,8a28de8d8d37fff,2,358.0
2020-05-01,8a28de8d8d47fff,1,818.0
2020-05-01,8a28de8d8d57fff,1,245.00000000000003
2020-05-01,8a28de8d8d77fff,1,843.0
2020-05-01,8a28de8d8d8ffff,3,636.6030000000001
2020-05-01,8a28de8d8d97fff,1,430.0
2020-05-01,8a28de8d8d9ffff,1,229.00000000000003
2020-05-01,8a28de8dc50ffff,1,99.063
2020-05-01,8a28de8dc617fff,1,480.00000000000006
2020-05-01,8a28de8dc6cffff,1,495.06300000000005
2020-05-01,8a28de8dc74ffff,2,945.5315
2020-05-01,8a28de8dc78ffff,3,1855.3333333333333
2020-05-01,8a28de8dc88ffff,1,159.127
2020-05-01,8a28de8dc89ffff,1,199.06300000000002
2020-05-01,8a28de8dc8effff,1,605.873
2020-05-01,8a28de8dca6ffff,1,216.0
2020-05-01,8a28de8dcb0ffff,1,326.93600000000004
2020-05-01,8a28de8dcc67fff,1,129.06300000000002
2020-05-01,8a28de8dcd5ffff,1,147.06300000000002
2020-05-01,8a28de8dcd8ffff,1,601.063
2020-05-01,8a28de8dcd97fff,1,474.06300000000005
2020-05-01,8a28de8dd80ffff,1,1824.063
2020-05-01,8a28de8dd817fff,1,523.063
2020-05-01,8a28de8dd99ffff,1,890.1270000000001
2020-05-01,8a28de8dda07fff,1,23.813000000000002
2020-05-01,8a28de8dda2ffff,2,743.4995000000001
2020-05-01,8a28de8ddcaffff,1,327.0
2020-05-01,8a28de8ddd17fff,1,725.0630000000001
2020-05-01,8a28de8ddd67fff,1,871.0630000000001
2020-05-01,8a28de8ddd77fff,1,1916.0000000000002
2020-05-01,8a28de8ddd87fff,1,283.06300000000005
2020-05-01,8a28de8de017fff,1,312.06300000000005
2020-05-01,8a28de8de047fff,1,102.0
2020-05-01,8a28de8de08ffff,1,296.0
2020-05-01,8a28de8de0a7fff,1,37.063
2020-05-01,8a28de8de0d7fff,1,375.06300000000005
2020-05-01,8a28de8de18ffff,1,297.06300000000005
2020-05-01,8a28de8de227fff,1,1546.063
2020-05-01,8a28de8de80ffff,1,204.06300000000002
2020-05-01,8a28de8de81ffff,1,48.937000000000005
2020-05-01,8a28de8de827fff,1,1546.063
2020-05-01,8a28de8de82ffff,1,1674.063
2020-05-01,8a28de8de8e7fff,1,513.0
2020-05-01,8a28de8de91ffff,1,50.063
2020-05-01,8a28de8de9affff,1,194.06300000000002
2020-05-01,8a28de8dea37fff,1,374.0
2020-05-01,8a28de8deaaffff,2,283.53150000000005
2020-05-01,8a28de8dec17fff,1,635.0
2020-05-01,8a28de8ded0ffff,10,1930.9503999999997
2020-05-01,8a28de8ded17fff,11,297.4947272727273
2020-05-01,8a28de8ded57fff,2,265.06300000000005
